trial_idx,cue,color1_deg,color2_deg,same_color,sw_Ablated_11_vs_Student_0,sw_Ablated_11_vs_Student_1,sw_Student_0_vs_Student_1,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
77,1,180.0,150.0,False,52207.63365339559,52170.593909753115,3238.9319048285997,2855.350698103959,52189.11378157436,18.519871821237757
78,1,180.0,180.0,True,66120.90480766004,65453.50592138538,3302.783012815941,2562.4131930645763,65787.20536452271,333.6994431373314
79,1,180.0,210.0,False,72255.98106022374,72322.96390365576,3102.1366650545215,12767.743021113853,72289.47248193975,33.491421716011246
80,1,180.0,240.0,False,369882.45716980175,370532.5684132416,3443.165376286808,51970.24781729409,370207.5127915217,325.05562171991915
81,1,180.0,270.0,False,1403999.0356749843,1402275.6774690968,3326.0411551113384,130210.40307775761,1403137.3565720406,861.6791029437445
82,1,180.0,300.0,False,1808141.5892274876,1806205.3325032955,3299.4364480766953,115926.38471375007,1807173.4608653914,968.1283620960312
83,1,180.0,330.0,False,1036757.8412101369,1036840.214719425,3376.080806374131,130040.78223765251,1036799.0279647809,41.1867546440335
84,1,210.0,0.0,False,1619700.9497523806,1618852.3130065468,3436.0140754515346,257279.89437633244,1619276.6313794637,424.3183729168959
85,1,210.0,30.0,False,714396.5428516422,714954.2962370785,3251.4599380749505,56768.904049560966,714675.4195443604,278.87669271812774
86,1,210.0,60.0,False,335615.0187384495,337231.8833609565,3417.8679587068063,85592.43894670051,336423.451049703,808.4323112535058
87,1,210.0,90.0,False,111909.3852065291,113897.79576992328,3481.3705295313184,33646.639117396815,112903.59048822618,994.20528169709
88,1,210.0,120.0,False,66665.38055845047,69163.51960879522,3206.110873815155,29260.16285608458,67914.45008362285,1249.0695251723737
89,1,210.0,150.0,False,77296.97425905484,78640.74012991373,3437.999345546414,11144.06178308622,77968.85719448428,671.882935429443
90,1,210.0,180.0,False,173982.25136991346,175213.5031653167,3138.146857545858,27290.828811707157,174597.87726761508,615.625897701626
91,1,210.0,210.0,True,758796.4508905287,758251.0331299054,3314.2114166771416,60353.168691000625,758523.742010217,272.70888031169306
92,1,210.0,240.0,False,1751391.7863192847,1748799.5608736833,3598.4977401988817,117935.41182964863,1750095.6735964841,1296.1127228006953
93,1,210.0,270.0,False,2197920.901721122,2195367.0683276486,2985.826368902151,134765.07070542182,2196643.985024385,1276.916696736822
94,1,210.0,300.0,False,2831568.384174618,2828441.6301664356,3484.4215560784073,141742.8400306172,2830005.007170527,1563.3770040911622
95,1,210.0,330.0,False,1991829.352906349,1989757.9213916422,3390.3620587139603,162773.14450330706,1990793.6371489957,1035.7157573534641
96,1,240.0,0.0,False,1597471.427320837,1596104.3457687693,3081.4172737661843,301892.9661776535,1596787.8865448032,683.5407760338858
97,1,240.0,30.0,False,1216189.5276507684,1216031.951783988,3368.500209067191,171495.49391351163,1216110.7397173783,78.78793339023832
98,1,240.0,60.0,False,633535.1778154627,634517.508805421,3384.026034579163,56374.42445947717,634026.3433104418,491.1654949791264
99,1,240.0,90.0,False,469523.5663450059,470972.9317484781,3311.74531506894,89361.58877446414,470248.249046742,724.6827017361065
100,1,240.0,120.0,False,446694.1196156761,448107.3470677748,3429.567536359298,101153.22512026894,447400.7333417254,706.6137260493415
101,1,240.0,150.0,False,629834.9435491487,630629.5744544936,3103.5280347861635,67724.04914618572,630232.2590018212,397.3154526724247
102,1,240.0,180.0,False,1275302.8946038592,1274293.7357511672,3181.780882104149,181459.6202477251,1274798.3151775133,504.5794263459975
103,1,240.0,210.0,False,1795469.6329789422,1792882.2237972184,3133.241239479057,128982.66635394628,1794175.9283880803,1293.7045908619184
104,1,240.0,240.0,True,2571789.3593205092,2568821.8042086856,3485.4655074147013,143613.85468330304,2570305.5817645974,1483.7775559118018
105,1,240.0,270.0,False,2639993.2344454406,2637121.7456747815,3556.707597999218,188341.9281976049,2638557.490060111,1435.7443853295408
106,1,240.0,300.0,False,3108416.5783303864,3105042.1108251773,3629.6623319783944,223887.5624146805,3106729.344577782,1687.233752604574
107,1,240.0,330.0,False,2536128.6589795565,2533533.3094179197,3316.142283500396,116248.4935120334,2534830.984198738,1297.674780818401
108,1,270.0,0.0,False,1376821.6122920203,1376740.2650792073,3452.9487031132676,65505.393971050886,1376780.9386856137,40.67360640654806
109,1,270.0,30.0,False,1112370.054390287,1112701.1975759612,3404.7805207437345,168841.87743544378,1112535.6259831241,165.57159283710644
110,1,270.0,60.0,False,1000019.5927109427,1000336.8598970282,3389.0744316846567,86131.37272811074,1000178.2263039855,158.63359304273035
111,1,270.0,90.0,False,714223.6740340588,715144.5999782847,3605.5042215440717,57645.52896482349,714684.1370061717,460.4629721129313
112,1,270.0,120.0,False,694920.4262112054,695935.2352666154,3412.4872633197356,56858.55196585796,695427.8307389105,507.40452770498814
113,1,270.0,150.0,False,1301205.4088015833,1300871.239972501,3483.0501574014893,123174.78594143142,1301038.3243870423,167.08441454113927
