trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_PCA_dir0,sw_Healthy_vs_PCA_dir1,sw_Healthy_vs_PCA_dir13,sw_Healthy_vs_PCA_dir0-1,sw_PCA_dir0_vs_PCA_dir1,sw_PCA_dir0_vs_PCA_dir13,sw_PCA_dir0_vs_PCA_dir0-1,sw_PCA_dir1_vs_PCA_dir13,sw_PCA_dir1_vs_PCA_dir0-1,sw_PCA_dir13_vs_PCA_dir0-1,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
84,1,210.0,0.0,False,0.8933012298410179,0.5829570193889523,0.5057728660992,0.6741524617071574,1.1763539137116883,0.43747040221108413,1.0073891964337587,0.9244090672530938,0.7073182883606703,0.9320652155221052,0.13834479566514696,0.6640458942590819,0.1451601776219729
85,1,210.0,30.0,False,0.6910861919713138,1.002082787735259,0.6838081069394786,1.0080319253033083,1.3270161593925898,0.5604231139159301,0.9974645797120936,1.1311680955629697,0.9198400251172549,0.7982516137117334,0.13919517017294286,0.84625225298734,0.15883987614177095
86,1,210.0,60.0,False,0.6093691155247845,1.0380724175574323,0.32189879589841,1.05828899891752,1.2937407256961657,0.5597370909682187,0.9225803700555029,1.0685351951994888,0.8982652335029188,0.865730842104373,0.060054815796692515,0.7569073319745366,0.30857927113322
87,1,210.0,90.0,False,0.4147940001508875,0.6796048869818276,0.4709333382286248,0.9362661462876858,0.8739062637873386,0.4264317518148833,0.7300918491124782,0.7717560631337036,0.65853921947155,0.7863687988493071,0.050082013787871284,0.6253995929122564,0.20481135677193507
88,1,210.0,120.0,False,0.47138079117796977,0.4889117743161363,0.45655473582853545,0.5878337248088616,0.7562624752438105,0.41762208268724194,0.3888377814351913,0.788124341889192,0.6208580034842774,0.5526720095680784,0.13318943282092965,0.5011702565328758,0.051329290014891824
89,1,210.0,150.0,False,0.5304392547047305,0.38756556977203216,0.39433537057729645,0.35480812983501014,0.36950286355698087,0.6443957407955571,0.568817864351811,0.7498322457207146,0.5240438974659409,0.5429334424955431,0.04436411870199472,0.4167870812222673,0.06729818532968333
90,1,210.0,180.0,False,0.7548198254280203,0.2944347486195591,0.7254867345004952,0.25899863595118977,1.003876329679666,0.5926517291699309,0.778452709030885,0.9286427568714991,0.45741379045933356,0.7912423249121334,0.01908388293800533,0.5084349861248161,0.23228836870991365
91,1,210.0,210.0,True,1.3238993201792058,0.33465813993068927,0.8506009150068514,0.2689981533942897,1.5862464253475643,0.7250680702644379,1.0950556776874065,1.1128851186107491,0.5471199459180501,0.7191063704733505,0.02241862967286109,0.6945391321277591,0.4275070114938876
92,1,210.0,240.0,False,0.5981927277948222,0.3355849844759632,0.8212053725098726,0.5490127354350702,0.841998711031525,0.600245802499736,0.17356089266975028,1.0684617575755047,0.7645269220883373,0.48594249665915346,0.022366521198602524,0.5759989550539321,0.17258757487753368
93,1,210.0,270.0,False,0.35819602542362217,0.21519149210844396,0.9207425106072537,0.3099128805261687,0.45947388697441754,0.6640642848145278,0.25770066362362676,1.010542549993124,0.4598970948823231,0.639670866029504,0.030207446093784937,0.45101072716637214,0.2760352473797303
94,1,210.0,300.0,False,0.29042367952012377,0.23088580184394972,0.8286470151225896,0.3562415950050325,0.45596626908376703,0.8600704986124319,0.27936763148110144,0.8119362704759266,0.5550585768165082,1.0684813121579626,0.07100022494015548,0.4265495228729239,0.2363472735985979
95,1,210.0,330.0,False,0.9371158045427955,0.3097574742037887,0.8795606986646465,0.5403378244561023,1.0718854494213432,1.0251173467593835,0.7090227246670882,1.0719971537857655,0.6619076139571106,1.3701869804347926,0.12111144641441599,0.6666929504668333,0.2558367400871652
96,1,240.0,0.0,False,0.3375537470489345,0.9948537986383336,0.5638895452087325,0.8784947637911198,1.16769088707629,0.5547607574795641,1.0015071927008359,0.9867518342149644,0.5379785420041489,0.5970309362931354,0.11032351078770247,0.6936979636717802,0.2591011495567548
97,1,240.0,30.0,False,0.4035195405546377,1.0986005689267067,0.31069784204510914,1.155710831542309,1.1222256769979126,0.598735299653411,1.1771228955606312,0.9214894601975323,0.33898332674157156,0.9729600359832344,0.04889465207263209,0.7421321957671907,0.3869467408036555
98,1,240.0,60.0,False,0.49092009426500743,0.784801084211197,0.22682862343606147,0.9872978943031329,0.8701017673978764,0.6167714581867169,1.077560527021183,0.757131850368616,0.3247930802747253,0.927860414431178,0.14374482095849422,0.6224619240538497,0.2886556121272591
