trial_idx,cue,color1_deg,color2_deg,same_color,sw_Ablated_1_vs_Student_0,sw_Ablated_1_vs_Student_1,sw_Ablated_1_vs_Student_2,sw_Ablated_1_vs_Student_3,sw_Ablated_1_vs_Student_4,sw_Student_0_vs_Student_1,sw_Student_0_vs_Student_2,sw_Student_0_vs_Student_3,sw_Student_0_vs_Student_4,sw_Student_1_vs_Student_2,sw_Student_1_vs_Student_3,sw_Student_1_vs_Student_4,sw_Student_2_vs_Student_3,sw_Student_2_vs_Student_4,sw_Student_3_vs_Student_4,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
22,1,30.0,300.0,False,0.06632949630175257,0.10559758166602055,0.14602633030413648,0.5826766024124802,0.5238047914226144,0.05026025746048717,0.08941129483812593,0.5302583588572611,0.4703699377054189,0.04894632328703777,0.4826648095281455,0.42253745291809686,0.4442551138990734,0.3851098456705591,0.09280122311406933,0.0750569414309423,0.2848869604214008,0.22133898070650138
23,1,30.0,330.0,False,0.07220108769758202,0.183397402640382,0.09230678091122096,0.21655888448579147,0.26392358426135043,0.13451976177319186,0.04045042876812302,0.2625972914748139,0.3175823846444198,0.12784534499126565,0.3772569181847377,0.42741717923693956,0.2729686677119803,0.33102511608925667,0.08844547263337034,0.024031865814797874,0.16567754799926537,0.07304287150158949
24,1,60.0,0.0,False,0.08504567997459198,0.14609911280172477,0.1342946556041815,0.09743620175006112,0.09056079437724743,0.08175167809797623,0.05552330907422395,0.053153298256528175,0.13677450428740703,0.05406853466845346,0.0985230907395547,0.1837566972543544,0.09029066126012339,0.18325126097492178,0.11653400348892287,0.027852929796368137,0.11068728890156136,0.024696008727993646
25,1,60.0,30.0,False,0.1793714931544184,0.25753368304087193,0.14802640647157572,0.19590366235705964,0.1730386274558257,0.10860537151486808,0.08229232144696647,0.06885877096635445,0.05514718399979456,0.13620574188084678,0.1379856739708092,0.13475406490384476,0.10788895338473858,0.08837198794702913,0.04277545896006419,0.060907713869409116,0.19077477449595032,0.036756186055496735
26,1,60.0,60.0,True,0.1458905085245058,0.18418740647400342,0.15936511746466578,0.21496650080035548,0.19810147849051196,0.07009398504571104,0.08590038853679186,0.08612367732072952,0.12400253425921244,0.10011639190859326,0.10167822689334144,0.18047338964427562,0.08164459288552976,0.121188278409888,0.10992928093526483,0.06331394372536317,0.1805022023508085,0.02512309226468875
27,1,60.0,90.0,False,0.10508691452541508,0.11155704098504203,0.12900027942658684,0.21289204542253684,0.2198942134464014,0.06237163329684518,0.05955703802769525,0.15869936281997715,0.1687999802167272,0.061062442690531814,0.15646419173693515,0.16576851771312467,0.10532771064709304,0.11546898123535107,0.0403377037723714,0.04471219147748029,0.15568609876119643,0.050229446471060576
28,1,60.0,120.0,False,0.13747587390547678,0.14792047468809985,0.06355351197499207,0.4899879715021116,0.49330940941420787,0.03949229598825734,0.16060839736618154,0.36599406978915644,0.36670259102547675,0.17181308333034648,0.35691323288962756,0.35849464971072376,0.5199854281528231,0.5184844463418553,0.027780587530806915,0.1093504691863641,0.26644944829697764,0.18616389272193076
29,1,60.0,150.0,False,0.17281798360110634,0.21343824394137806,0.29399448426587493,0.9070575759331455,0.9028130266889985,0.10261938935279025,0.15443781569623635,1.0522269847436987,1.0521857769810123,0.1231131093516234,1.1077428869403732,1.1031068305191372,1.1739079700153217,1.171645305695998,0.03582707646133258,0.07434440952490526,0.49802426288610074,0.33452613390057706
30,1,60.0,180.0,False,0.17831085197217172,0.3573264164260881,0.4219663683563155,2.0236398112203338,2.046125878584306,0.1913036523141018,0.2656144057939044,2.1822780697752275,2.205366412579992,0.10139573188936556,2.369596148431784,2.392430053037323,2.432246604408238,2.4545650232471132,0.03134407338939851,0.06070490706468551,1.0054738653118431,0.8443214164372884
31,1,60.0,210.0,False,0.04216594270156241,0.1797695785999183,0.22322298953303057,2.280185010712562,2.120466529788987,0.1688740602686315,0.21157977394194216,2.26881227005886,2.1105645295184168,0.35804708707337984,2.118886191835394,1.9585041181082459,2.4710733015727633,2.308390097407906,0.17422571042741292,0.03901630685498693,0.969162010267212,1.0082827527511957
32,1,60.0,240.0,False,0.10429406283514858,0.17232634165358188,0.28751412338858096,0.9807205103480126,1.056956880020532,0.11612542629907349,0.3641431374621933,0.9037575664117373,0.9803240270587408,0.430409267396749,0.838056192683796,0.9154268073409576,1.25181540318543,1.329839517497026,0.08228446509956695,0.02024261214252323,0.5203623836491712,0.4119037520521124
33,1,60.0,270.0,False,0.05489897952705913,0.04071384150596394,0.10696833921723531,0.34830760753514545,0.3418332177172744,0.06690318342024137,0.07501291777907157,0.3799002797843451,0.3734712163573501,0.11573166925129615,0.33493319701260493,0.32899481399035996,0.42020305654639445,0.41315081500563416,0.03382926503894974,0.05232532098561335,0.17854439710053566,0.1377616564650791
34,1,60.0,300.0,False,0.21523015198827822,0.14291947862116033,0.06087093656205791,0.12395969671450187,0.21589281851303133,0.0870234092121663,0.24045503968755366,0.19925600669479,0.14276896585525517,0.17019541138710403,0.11803069108218087,0.1060085887804622,0.14256431814966292,0.2354019155186166,0.11454451709681454,0.05144551392503123,0.15177461647980592,0.05874233749056093
35,1,60.0,330.0,False,0.040750270341397284,0.08021419900671069,0.04025001526701801,0.1051721121486554,0.12157366611692387,0.06461856986607428,0.031643251084008936,0.12450877884940478,0.12088165192819637,0.07994539099156867,0.14441588951292558,0.13707649037754588,0.11423286885965905,0.1177218273565924,0.06545717499507192,0.05531527191305802,0.07759205257614106,0.03302623907200388
36,1,90.0,0.0,False,0.05551395482416759,0.05103159878198149,0.040409385500182984,0.11049261852646014,0.09842271681954967,0.03662908961186923,0.037519607964207516,0.08203324955790225,0.07559714310900331,0.049743887852542926,0.06724005193114449,0.05191912630455445,0.10496970094313872,0.0952280312223227,0.026718825528279772,0.028465884803131093,0.07117405489046838,0.02787780901787418
37,1,90.0,30.0,False,0.06579319982292857,0.09658719924126732,0.08517039149527476,0.07820855822290919,0.05859313077469497,0.048090233173664565,0.03753453057932658,0.038973493416093546,0.08732982453984782,0.04570735458607891,0.08028813069146655,0.13336248368938838,0.0637545756539788,0.10837560476066382,0.06557343482286208,0.03572571368129196,0.07687049591141495,0.01353658474374398
38,1,90.0,60.0,False,0.10164089011370228,0.07540194529784107,0.11602078785172616,0.11972231117519855,0.15755257338787965,0.07555814233627284,0.0640245603942376,0.06192076661249875,0.11585417047911448,0.09015802924117622,0.12891331398612182,0.17995773019404,0.09119003531758453,0.13338437794197572,0.05601773925254721,0.028661596938770843,0.11406770156526953,0.02674393233575371
39,1,90.0,90.0,True,0.36824313901537564,0.42423401201654765,0.5670275816257146,0.5271646567048154,0.5207558944757342,0.09045495440580839,0.25136299755901687,0.24286947472044598,0.23090642958003135,0.203540071979708,0.20463640217725637,0.19221495196409438,0.11099794773470371,0.08236797707979279,0.06274870423406029,0.10519014098216412,0.48148505676763753,0.07354965963906614
40,1,90.0,120.0,False,0.24955604476193557,0.33763349059422254,0.39772767576077594,0.708700957327236,0.6884876718480544,0.2692286840608019,0.32923631032213085,0.7039894361546974,0.6855685409870056,0.1104624444361447,0.45511220808926045,0.4358997226474941,0.41945652533549904,0.3954712948305203,0.13054401444012803,0.08648163830604333,0.47642116805844487,0.18753590154770852
41,1,90.0,150.0,False,0.14260340336542804,0.25831633989027625,0.10186957827569705,1.2604472608138821,1.3325498809413048,0.3187850383209992,0.16756509366636135,1.1841419033419671,1.2549056621400918,0.18649377274039317,1.4954146032576847,1.5666488677393278,1.3322099455007057,1.4015411535122628,0.09573328865375505,0.03578996255170873,0.6191572926573177,0.5558917503111532
42,1,90.0,180.0,False,0.16123660639545362,0.06590956578668195,0.07626201378298134,2.127192236757581,2.1013011604587173,0.16866110614486918,0.19586337370236334,1.9696014874253756,1.9452266864874446,0.09296654815017388,2.136577422799412,2.1117940201039223,2.1561818733739777,2.1298937459938454,0.059413329206507354,0.0758604878197055,0.9063803166362832,0.986807397214753
43,1,90.0,210.0,False,0.08281829120887643,0.20414303090387353,0.13144118814186082,1.784401869079692,1.9018179026842938,0.1389046073066409,0.20085202766827331,1.7129813074985842,1.8308930373936023,0.3261901491865379,1.588009493281254,1.7060633302955193,1.9080467841386533,2.0261606737449234,0.12200151807668204,0.06987546962758515,0.8209244564037192,0.8363284739983922
44,1,90.0,240.0,False,0.05646401132945718,0.14700080654056796,0.30117405480322357,0.5703201129480329,0.7719698254744247,0.12068127820968029,0.27262365630368934,0.588509761067777,0.7835243758969466,0.1668063332040366,0.6978783670320388,0.8985282458204323,0.8456911930338356,1.0466530340421056,0.2085964129809612,0.0580130157461137,0.36938576221914127,0.266261701718665
45,1,90.0,270.0,False,0.06475262735995209,0.08242959743473147,0.19545043505799545,0.11750920981400123,0.09356346554014733,0.09406147323103933,0.15832868473648257,0.15262699783313152,0.11347981380942172,0.12593964018754905,0.17726938360570232,0.1339403437304837,0.29701887814758376,0.23669431676133768,0.08009672403157464,0.1208060721485582,0.1107410670413655,0.04567938413621761
46,1,90.0,300.0,False,0.07892002896383776,0.060214332232534556,0.062382254876279075,0.11403723830713991,0.15436531651317026,0.08952092622889378,0.0936862053044131,0.1614355081095067,0.21076612675341633,0.06188298982896949,0.1381189021455676,0.16793530622892766,0.10625724517276026,0.1346221284131518,0.05460133901423864,0.03539849165023936,0.09398383417859232,0.035816252539027746
47,1,90.0,330.0,False,0.04770543606482008,0.026132661673153763,0.041224769005075726,0.07021596893527746,0.07012014332819541,0.035043267970502855,0.06521411084586526,0.052638916994937404,0.046944198853281986,0.04415391208489127,0.06196173939401407,0.06145380209672787,0.10136262500267554,0.10060742517907406,0.03896389898860733,0.036037944651768974,0.051079795801304485,0.01708563908170664
48,1,120.0,0.0,False,0.10177889673437174,0.1012334771331787,0.2011732160103055,0.16585554455162083,0.1617877766888085,0.04736101746717067,0.11641084648843328,0.0853614849621954,0.08076064966843301,0.14055520034310232,0.10950331827453597,0.10872115319381248,0.1719886995962244,0.1489934011673924,0.04451043659282066,0.1497897135293922,0.14636578222365704,0.03910616030135454
49,1,120.0,30.0,False,0.049326941215763004,0.04795516298388435,0.06133613064231668,0.042177964415547865,0.04424224894524313,0.05964198465407486,0.04328513893682848,0.05007915612227668,0.053025137387846005,0.07923389049132451,0.07227435009131758,0.0699798082683071,0.04251076494302923,0.05117051896680338,0.03402283351787691,0.023690357331817718,0.04900768964055101,0.006671652915654813
50,1,120.0,60.0,False,0.09544112682569586,0.07620825615978655,0.12041703072449315,0.16740380111608885,0.17929490775109513,0.12805870155085358,0.05016344465366787,0.1074800832212152,0.11930860538052517,0.16672888449128354,0.21211863051050028,0.21975110591970015,0.08374024891120502,0.1058968954391204,0.04796764428524701,0.09024164381013741,0.1277530245154319,0.03995869991519681
51,1,120.0,90.0,False,0.1561296936502394,0.2516719714040659,0.17701981984231055,0.28740775289701637,0.20373394768558298,0.2806085368676838,0.14959293857690134,0.36216835184277013,0.19564601863254666,0.18225012722768447,0.14423567583719082,0.2996437971828144,0.247105897378072,0.18928118078387304,0.23828595341446807,0.04800086434211198,0.21519263709584302,0.048213403966695656
52,1,120.0,120.0,True,0.39157022877763126,0.4062034013632196,0.4486458698745776,0.5260779582731718,0.7270077454297466,0.11474292396835589,0.09163309423934568,0.3183960375980084,0.4488932459285756,0.09686619434083657,0.2319704706085345,0.5257675697937423,0.2770566322567357,0.4716580054135422,0.5009735856718049,0.06463492684761604,0.4999010407436694,0.12280439024092352
53,1,120.0,150.0,False,0.16224066244033142,0.24099357806082577,0.273117678667352,0.25135781090215314,0.5255065362958051,0.11088585480080897,0.17242673216011378,0.16445124357200175,0.4458961245531022,0.08659486914829109,0.20556665962645734,0.5194153830635815,0.26666695975410615,0.5897039023358855,0.35128927429196916,0.04527210423157004,0.2906432532732935,0.12325872710765565
54,1,120.0,180.0,False,0.10506146259993528,0.18747544703093244,0.22424715729352152,0.249267834652447,0.17714156991714303,0.10608582722362195,0.13246723703396351,0.3326787292786688,0.2586157402037984,0.0741996831351166,0.42781737091461014,0.3557756646225987,0.461714235742299,0.38587977302146864,0.10730293711622624,0.09439917843692462,0.18863869429879587,0.04911730035042213
55,1,120.0,210.0,False,0.08070469197655952,0.11965545177809268,0.2646627078724042,0.2368869570025533,0.2711830735280518,0.15486841319765152,0.26746963909833993,0.2555836653874505,0.2904675092484632,0.16750456021306162,0.3095818037804303,0.3608590689817762,0.46615516921670913,0.5171926209674921,0.06599354795080656,0.0897948123104174,0.1946185764315323,0.07893131405275572
56,1,120.0,240.0,False,0.11032532796713948,0.08820115660846346,0.13947997168315496,0.2383730331829265,0.2793405733065476,0.13938188221754377,0.08635183945862297,0.3322403776824866,0.3528602973512449,0.14507561478785957,0.2530359502331687,0.3074251699058856,0.3692917190847168,0.40476661903824623,0.08690953600379402,0.04100998847802073,0.1711440125496464,0.07457516772351631
57,1,120.0,270.0,False,0.12966967695316525,0.12655021485281698,0.12646299810186068,0.10572611574485496,0.1585816937275334,0.044718161513329024,0.18856691704510833,0.12303229266393831,0.20155065843838357,0.2092808331506646,0.12645381030815986,0.215786975461647,0.13526311555140655,0.09430704209124552,0.11832538222300036,0.07654091628833878,0.12939813987604626,0.016904697621827534
58,1,120.0,300.0,False,0.08838321723959625,0.11721345970626508,0.08004930973775443,0.3321133909835363,0.3488213498665241,0.05718048329830196,0.1297336202245086,0.3162713395645612,0.3357718200782063,0.15064997643982342,0.27628149655779716,0.290438158150364,0.3256187971121502,0.35474512079137294,0.06811367472824344,0.08341859125756293,0.19331614550673523,0.12089537480053235
59,1,120.0,330.0,False,0.052058364528223516,0.09749189825929891,0.05394880085420363,0.4776232867136877,0.4371922271013829,0.0655281302603488,0.057018134699868175,0.44087290490784914,0.399767857284698,0.10686684214033829,0.391037809308724,0.35019157935781325,0.48439410757126933,0.4444291656230653,0.051502654544959295,0.04572618295534983,0.22366291549135933,0.19196914610204388
60,1,150.0,0.0,False,0.056090246667497845,0.1299034229986989,0.06278679543423678,0.1788922762248439,0.1301983021101341,0.08789292397113613,0.08794112523571021,0.20185914362385296,0.1424539827672093,0.1598937676030877,0.275986692362173,0.21530092775118004,0.14133193774606007,0.08837075679147316,0.07957687745746309,0.06226538067283026,0.1115742086870823,0.0462022096948295
61,1,150.0,30.0,False,0.061287770834761626,0.1607018660397277,0.1333164079465214,0.0803569031247403,0.0734898866225728,0.11951978926265637,0.12728280272768142,0.11395789137469478,0.0772964740050113,0.23765876849321874,0.20643319508602448,0.14272688837588665,0.10825116548456439,0.17458520867793703,0.08481718795531565,0.03226274988868225,0.10183056691366477,0.038380252099520853
62,1,150.0,60.0,False,0.06094886339430218,0.21356269482788728,0.22390622152043005,0.17097700426726997,0.19045761599387548,0.19818908759127152,0.2172481676304007,0.18740414838379205,0.20651047225573538,0.04694671598800393,0.26343033913995206,0.2649378057457836,0.2819121524922434,0.28352526803072925,0.03153864406162863,0.0652746694656227,0.171970480000753,0.05847357373480123
63,1,150.0,90.0,False,0.07371592848513678,0.29823330116996327,0.05619697397134435,0.7038148958604595,0.6573217756061014,0.3156592722023017,0.10500755506886708,0.7364579088145771,0.6952934606769685,0.26177686882048173,0.4306439201048149,0.3902161482217534,0.6720173449822848,0.6267907099787915,0.0788820009926827,0.21593904756813276,0.3578565750186011,0.27736471398629814
64,1,150.0,120.0,False,0.13292133032568437,0.14666862184224436,0.13161998692116206,0.29795524391941175,0.637983447749877,0.060408768025453904,0.14993153779145124,0.34685747769379216,0.703022327767246,0.14255874523176176,0.36382945583498966,0.7073260741254038,0.3024454595530797,0.5857635853584875,0.4781642369105218,0.13725815899148258,0.26942972615167593,0.1945979989397839
65,1,150.0,150.0,True,0.12600916182278063,0.18166429146843718,0.12909402753841415,0.2850060792624265,0.333726946060464,0.26484060070381027,0.21383988043756544,0.35966116755369837,0.44372390458836664,0.06751296851947022,0.16165675291573267,0.2039374372820114,0.2135534653700168,0.2536146779315224,0.1191392130364255,0.032152399042700903,0.2111001012305045,0.08406112972097866
66,1,150.0,180.0,False,0.127034232466937,0.16069276384903797,0.10455775687896149,0.37935201227977833,0.30976822506531154,0.09424444642187213,0.05504265676829671,0.2891892506149648,0.2141748849214219,0.07166548052479427,0.25980884706929275,0.18897179122043223,0.3078285252886851,0.23288729785789852,0.0804922974395969,0.08027347278053215,0.2162809981080053,0.1085072687549753
67,1,150.0,210.0,False,0.0403746012085369,0.10222758380598156,0.10080029537573038,0.1269637441571499,0.12311764357617797,0.09477673320053608,0.08229960007265419,0.14470636324025232,0.1432374198169733,0.11608588673494795,0.10210984222679115,0.10916386650093075,0.19770681736954404,0.20025568004561062,0.03908132732412234,0.05818173813297261,0.09869677362471534,0.031028270115826137
68,1,150.0,240.0,False,0.07090901251519097,0.07980757317084153,0.05662363819821051,0.046696065421071395,0.04399325609344404,0.12002240940142804,0.05852688366349905,0.0797828352750909,0.07580669987126856,0.09321543829090304,0.06296059477032169,0.07218639766829418,0.07529701600512256,0.06774318290742608,0.04771937303800414,0.0457417118426014,0.0596059090797517,0.013821579616634166
69,1,150.0,270.0,False,0.1632862747450507,0.13809977489069708,0.07615665204777242,0.08939601018564178,0.13705363174583593,0.07197115505353457,0.1984558254526238,0.16628676562502104,0.18164189152172133,0.18105325877979295,0.14949552308307917,0.1674087032034448,0.06648989893221674,0.10595468914223852,0.06804128936458295,0.06739585680439725,0.1207984687229996,0.03270408347234303
70,1,150.0,300.0,False,0.06432600001198996,0.3007652141237156,0.05097787057424856,1.1163370603967286,1.1686774753642442,0.32218297665273565,0.0832238757116225,1.1348319969377765,1.188156540275377,0.27636462008864376,0.8934318424014897,0.9429904309385255,1.0860911578350705,1.1384300878681253,0.07224411359439684,0.07888836095681107,0.5402167240941853,0.5000082440273157
71,1,150.0,330.0,False,0.16753983242490478,0.27043941878593425,0.08850249362675924,0.8989598004953936,0.9837750201317819,0.12106720610481538,0.0995346037040365,0.7440482710744132,0.8288967967085545,0.19794384986697156,0.6671248912973916,0.7525405340294864,0.8232919082308292,0.9080921962298779,0.08980017444964355,0.06565469909351088,0.4818433130929547,0.380556667880205
72,1,180.0,0.0,False,0.07948213433481238,0.1828095492652855,0.09136174503683393,0.2855322368359128,0.21933799494449469,0.2243972600159057,0.11360713120911808,0.23620518248002592,0.24939904424495357,0.12291779595337489,0.4509551180304373,0.09325178619577779,0.33536532658926255,0.15550753846180626,0.4682273043188727,0.08123383402365741,0.17170473208346787,0.07785749628222455
73,1,180.0,30.0,False,0.07634302195936987,0.06765110501952531,0.24226153529494407,0.16427223822734566,0.2409030448606468,0.06735789685033984,0.1905437492212973,0.21635861747308271,0.2955839997101863,0.21860092168571782,0.17928276015358904,0.2614501906022933,0.357950962429798,0.4538467430264125,0.11267434513676965,0.0352407021575546,0.15828618907236636,0.07595082292615819
74,1,180.0,60.0,False,0.14053880995639584,0.08419227180947153,0.2880202493207196,0.5936207481664478,0.5299854016956235,0.12483982620674276,0.20218306922754553,0.7275263943861757,0.6646860686943583,0.2888573501455345,0.6220760451681586,0.5598949355007755,0.8463467896658707,0.7810946909576708,0.08003605913188866,0.07473270002501797,0.3272714961897316,0.20373125304086573
75,1,180.0,90.0,False,0.14883736709715684,0.1445268062995122,0.04474261591634683,0.8817470441276792,0.775711239881658,0.056770596724734314,0.1507478913014167,0.7728619957257625,0.6676698214260766,0.15643118020259003,0.7496524360175969,0.6439554071157494,0.895326994073842,0.7878881388897627,0.12335948432591877,0.16416208826935214,0.39911301466447063,0.354342277013742
