trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Ablated_0,sw_Healthy_vs_Ablated_1,sw_Healthy_vs_Ablated_2,sw_Healthy_vs_Ablated_3,sw_Healthy_vs_Ablated_4,sw_Healthy_vs_Ablated_5,sw_Healthy_vs_Ablated_6,sw_Healthy_vs_Ablated_7,sw_Healthy_vs_Ablated_8,sw_Healthy_vs_Ablated_9,sw_Healthy_vs_Ablated_10,sw_Healthy_vs_Ablated_11,sw_Healthy_vs_Ablated_12,sw_Healthy_vs_Ablated_13,teacher_vs_students_mean,teacher_vs_students_std
33,1,60.0,270.0,False,1.973137762037465,0.45737265061245125,1.3053949976484773,0.24985302755727085,2.0821175360326185,1.1464226779807123,1.7086846007159284,1.5862613339632567,2.1443600193586976,0.5301063864995453,0.6273821327441823,20976.85629232993,2.1696373832239972,1.1625893185745224,1499.5714008683483,5402.026913159163
34,1,60.0,300.0,False,1.7501808745805914,0.6551356639083654,0.8925345440485861,0.5297581452476008,1.7879831341123147,0.3153872273825358,2.321030265423416,1.4111749811452612,2.48301933819262,0.4877883827487923,0.16830826237292207,9090.981490731907,1.5947621860614971,0.5807553441399718,650.4256649343764,2340.989097782259
35,1,60.0,330.0,False,1.564866412447266,0.6033995822779976,0.4832433230386701,0.6660134955367991,1.182097305089185,0.33558386584777067,2.4500242290504706,1.0715906110680782,2.785624053865988,0.3610775630839465,0.4784786179952164,67750.38655847673,2.295483794614303,0.30140464917460885,4840.354674712844,17448.103534225687
36,1,90.0,0.0,False,1.9736130576196267,0.7349012071389935,0.38812316069282343,1.0052723464590612,0.42947384377490727,0.7219594269890524,2.5024656609365223,1.3594903854711933,2.6930045003793905,0.7440311701109918,0.13282796478728742,155088.0649554988,1.6578529201951078,0.3188239538293871,11078.766199649801,39940.9931467089
37,1,90.0,30.0,False,3.5970184872603927,0.6448083253243446,1788.099521807376,1.2264088373466409,0.44207258463824173,0.6412723103873191,2.6250232523563426,1.128255319167058,2.4650509460997254,0.9006975403785945,0.2599154144741997,249108.6346229956,2.706296339877455,0.3691969608878105,17922.410011508655,64121.163351105766
38,1,90.0,60.0,False,5.808167147141193,0.42301491915962547,1144.1881756381053,0.8998674327021587,1.166497064899955,0.6655398553244883,2.535785099474216,0.8358335159751152,2.8420943266441587,199.23561989737078,0.7070054243531821,412044.7840039257,2.960750280771172,0.6009894063703294,29529.11809599528,106091.16347012753
39,1,90.0,90.0,True,2.042606782356293,0.555606723966508,0.24015722460054123,0.5339694227120744,0.6902977748068438,0.8953897216486781,2.6366116934636317,0.604020760097645,2.5628493688934517,907.1264081226249,0.9720517326976035,335301.5382868425,3.1595938537355357,0.6805900253160098,24016.017031432104,86335.38318278837
40,1,90.0,120.0,False,2.4160685010222815,0.7560076023685697,0.4126551727245842,0.455072341236843,1.0900496457440076,1.2942169422303071,2.7765560874379296,0.6555520771825398,2.3087130683433164,0.7919218552743849,1.0588570390634433,44725.03913535683,3.2487120410798798,0.73259875131931,3195.9311511772753,11518.102208183052
41,1,90.0,150.0,False,2.1205198426499487,1.245072854491377,0.6239051608935879,0.2918508981902398,1.6087370037075823,1.319480562493166,2.6644640306391856,0.8111193166839874,2.0211339904031664,1.5237258275383376,1.1255210362141488,10616.410825606348,2.8999405175798754,0.8576225574566162,759.680279943235,2733.765279610459
42,1,90.0,180.0,False,2.3625023897450603,1.9824694219672852,0.6904421149037121,0.5530676013132769,2.001805629691498,1.4437740977021012,2.6108450643810706,1.0804329298300632,1.5222453587075944,2.056203895789267,1.0206039252377734,8898.813243388504,2.990280004836909,0.44757869983982246,637.112535323032,2291.3836257048856
43,1,90.0,210.0,False,2.2923102943483133,1.2634749731324733,0.9742001018682305,0.34934939489512196,1.922803737471547,1.196329605406189,2.211521663557638,1.3909257496747127,1.4048427009864768,1.3774289056909512,1.2336866320216653,9096.39112503931,2.5743541638422975,0.41716811425881106,651.0713943626046,2342.310338748971
44,1,90.0,240.0,False,2.221868754683122,0.6742258056609671,1.4572035601964117,0.28759343288302164,2.0882706527929655,0.8643325393885956,2.0438965680772414,1.5623354392111954,1.8355776001070363,0.839526243297027,1.057436478889635,9496.7757044102,1.9622842705948405,0.8180220747163827,679.6063055593356,2445.4428694427347
45,1,90.0,270.0,False,2.404297126433819,0.744763749158319,1.1064052132468967,0.5186787235689614,2.2706557888350742,0.6666096211868123,2.640026196362812,1.1368367495947953,2.175877043049028,0.7444331072990531,0.6453541093395321,11971.865921630239,1.9357584477637297,0.8117199845778461,856.4048098207611,3082.874315953576
