trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Student_0,sw_Healthy_vs_Student_1,sw_Student_0_vs_Student_1,teacher_vs_students_mean,teacher_vs_students_std
201,2,120.0,270.0,False,0.6416385027079458,0.8247978011994364,0.22684522211967845,0.7332181519536911,0.0915796492457453
202,2,120.0,300.0,False,0.7818682848759351,1.9556097415265485,1.1889743178146575,1.3687390132012418,0.5868707283253067
203,2,120.0,330.0,False,0.6506813066535828,1.5858870264490492,0.9419884275683273,1.118284166551316,0.4676028598977332
204,2,150.0,0.0,False,0.45669462400843197,0.3802952108266392,0.43262296255658456,0.4184949174175356,0.03819970659089639
205,2,150.0,30.0,False,0.34154972900168845,0.14714068317719925,0.4405492368243617,0.24434520608944385,0.0972045229122446
206,2,150.0,60.0,False,0.47744058006994583,0.7006358746117668,0.25963217111299103,0.5890382273408563,0.11159764727091048
207,2,150.0,90.0,False,0.41660150613742986,1.4704327438293265,1.1314934507797845,0.9435171249833783,0.5269156188459483
208,2,150.0,120.0,False,0.19306498086594615,1.824840972169138,1.6967782999220298,1.0089529765175422,0.815887995651596
209,2,150.0,150.0,True,0.13910875640563575,1.2549077942407778,1.1696598894032024,0.6970082753232067,0.5578995189175711
210,2,150.0,180.0,False,0.1859399552434251,0.556202245485512,0.7088144043596615,0.37107110036446855,0.18513114512104345
211,2,150.0,210.0,False,0.330740202363088,0.23749771601424596,0.5411735841394796,0.284118959188667,0.04662124317442101
212,2,150.0,240.0,False,0.30479825671462674,0.14183903782133103,0.37328137760300995,0.2233186472679789,0.08147960944664785
213,2,150.0,270.0,False,0.3627124667296617,0.8943029844078045,0.5429238351847198,0.6285077255687331,0.26579525883907146
214,2,150.0,300.0,False,0.5687330999491491,1.6278575916288471,1.0719778495535732,1.0982953457889981,0.529562245839849
215,2,150.0,330.0,False,0.45964259412024167,1.132852305949794,0.6937698336457001,0.7962474500350178,0.3366048559147761
216,2,180.0,0.0,False,0.4279417178273451,0.11744063061318398,0.3885646636731405,0.2726911742202645,0.15525054360708054
217,2,180.0,30.0,False,0.3589618309905543,0.23884092969912302,0.3320546420229028,0.29890138034483865,0.060060450645715635
218,2,180.0,60.0,False,0.5246912897622109,1.6704357470198956,1.2013350144748305,1.0975635183910533,0.5728722286288424
219,2,180.0,90.0,False,0.4377187326022866,2.034583396256071,1.7184083349207095,1.2361510644291789,0.7984323318268922
220,2,180.0,120.0,False,0.34840810793911203,1.3363066330002615,1.0556624583626397,0.8423573704696867,0.49394926253057475
221,2,180.0,150.0,False,0.10614532168797323,0.6096941915764162,0.5612790009435565,0.3579197566321947,0.25177443494422147
222,2,180.0,180.0,True,0.2397228869788921,0.2725448896761097,0.4227609402270965,0.2561338883275009,0.01641100134860879
223,2,180.0,210.0,False,0.2891288823651371,0.12484407647333555,0.210203425938206,0.20698647941923634,0.08214240294590079
224,2,180.0,240.0,False,0.30342035357155783,0.37356325524888156,0.20327672958670095,0.3384918044102197,0.035071450838661866
225,2,180.0,270.0,False,0.24852938169408129,0.8160687003487954,0.5855882770732083,0.5322990410214383,0.28376965932735704
226,2,180.0,300.0,False,0.46645358380499624,1.0717207888476725,0.6520584611367379,0.7690871863263344,0.30263360252133814
227,2,180.0,330.0,False,0.3036746260866011,0.3098155830241119,0.47930990465805473,0.30674510455535653,0.003070478468755383
228,2,210.0,0.0,False,0.4838477560234229,0.05185680255941266,0.44358466847861977,0.26785227929141775,0.21599547673200511
229,2,210.0,30.0,False,0.36338655838585443,1.3805731424491134,1.055666869250608,0.8719798504174839,0.5085932920316295
