trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Multi_dir0-1,sw_Healthy_vs_Multi_dir0-1-2,sw_Healthy_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1_vs_Multi_dir0-1-2,sw_Multi_dir0-1_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1-2_vs_Multi_dir0-1-2-3,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
62,1,150.0,60.0,False,1.866612761931981,1.8911561498242282,1.7982876388478064,0.40753381730641025,0.19608719290263138,0.4147996673572876,0.10032113064547674,1.8520188502013386,0.039292720084393766
63,1,150.0,90.0,False,2.1469973282283483,2.318714136630134,2.1911166290633846,0.2420176660415604,0.7476229944538204,0.6176198827669892,0.023089159976923318,2.2189426979739557,0.07281200979319169
64,1,150.0,120.0,False,2.2093453763352624,2.3250946952694522,2.242530260539641,0.21885999182981453,0.7218133888848377,0.5508302792261237,0.06276093523923326,2.258990110714785,0.04866669778040111
65,1,150.0,150.0,True,2.2716069885069468,2.382085161631827,2.299294715057983,0.2084886683812679,0.5062782566690432,0.35926311578286196,0.015609615064632248,2.317662288398919,0.04693529231526277
66,1,150.0,180.0,False,2.503217459691397,2.5916879816606424,2.452433956167784,0.24260681879689977,0.307798727143231,0.22447053298583763,0.025485457017790446,2.515779799173275,0.05754001612753137
67,1,150.0,210.0,False,2.36871255438598,2.443139896275463,2.3001769152435925,0.28017557136360205,0.2606408933673753,0.206721356002145,0.043657611361727786,2.3706764553016786,0.058380911072511615
68,1,150.0,240.0,False,2.5066286489966476,2.62705178865127,2.431216429992459,0.24791080067170918,0.3110199959311851,0.23341848923001385,0.032715834061405984,2.521632289213459,0.08065028968773312
69,1,150.0,270.0,False,2.3743645189239473,2.4841844332539487,2.2031778637006543,0.19359962879052905,0.26106344883481014,0.2952439912399172,0.20622099290570545,2.3539089386261836,0.11562870493384222
70,1,150.0,300.0,False,2.004024901013617,2.1133249794310567,1.893223125201674,0.16195939987112773,0.17243090967706548,0.2820236655657829,0.07783121098436899,2.0035243352154493,0.08985690284517871
71,1,150.0,330.0,False,1.6209624729364114,1.6784697044986485,1.5705538221158264,0.2107801463265812,0.23847627153597337,0.4051606628441168,0.06640966916815906,1.6233286665169622,0.044088234043875046
72,1,180.0,0.0,False,2.022225947454336,2.178101653386618,1.55095298879422,0.24442412939913066,0.8404384012855559,1.0589339528853037,0.05407924480772708,1.9170935298783913,0.26660642752195496
73,1,180.0,30.0,False,1.8788647618047838,1.9020171221147435,1.5138777095112774,0.1841958456512145,0.6583970890985131,0.7834691864834546,0.03180519925735287,1.764919864476935,0.17776507085538756
74,1,180.0,60.0,False,2.2211330888971883,2.279357951701229,1.9045512079464437,0.12872591729288904,0.6134533792046253,0.6181634235779703,0.06292299438266591,2.135014082848287,0.1646863406462
75,1,180.0,90.0,False,2.4047772433388532,2.508398408946092,2.1722643223993887,0.2083125488033571,0.47542953361448115,0.44690356148920707,0.04393206911028101,2.361813324894778,0.14054881655068813
76,1,180.0,120.0,False,2.380773408110075,2.456508138741221,2.239709144712313,0.23084465700578913,0.3086190676875404,0.34289736950800664,0.04788889668583392,2.3589968971878696,0.08983730952466354
77,1,180.0,150.0,False,2.6582566246572656,2.7748398212475864,2.638534259079382,0.2353232775540429,0.29356909741546516,0.2403406320996568,0.029968847995417994,2.690543568328078,0.0601477991739195
78,1,180.0,180.0,True,2.578254440203476,2.6582265225430275,2.4925691893410806,0.31177820232152753,0.38354234917029373,0.28380203603368204,0.015854544119433257,2.5763500506958614,0.06764272828837675
